9.345794392523364413e-01,9.439252336448598069e-01,3.461011034482759374e-01,2.548127780211760854e-02,3.405233274359178997e-02,4.245398938655853271e-02,3.485052660107612610e-02,9.679694473743438721e-02,7.740069925785064697e-02
9.345794392523364413e-01,9.345794392523364413e-01,3.510563448275861864e-01,1.578581869299877302e-02,2.182923472425164074e-02,3.421875089406967163e-02,4.336156696081161499e-02,7.855060696601867676e-02,1.084825918078422546e-01
9.205607476635514486e-01,9.112149532710280830e-01,3.532771034482758421e-01,4.467996823486575231e-02,4.474426835033108729e-02,5.829957127571105957e-02,5.492608994245529175e-02,1.370930373668670654e-01,1.259500086307525635e-01
9.158878504672897103e-01,9.158878504672897103e-01,3.474226896551724231e-01,1.529028750509305729e-02,4.658209319651419184e-02,5.536599829792976379e-02,4.784278199076652527e-02,1.259274631738662720e-01,1.069575473666191101e-01
9.112149532710280830e-01,9.112149532710280830e-01,3.473659310344827666e-01,1.828441456213980923e-02,3.881505984119851954e-02,3.664560243487358093e-02,4.209971055388450623e-02,7.026296108961105347e-02,8.498722314834594727e-02
9.439252336448598069e-01,9.439252336448598069e-01,3.505155862068965456e-01,3.932497087557813159e-02,4.436937549826642374e-02,1.627108454704284668e-02,1.310171838849782944e-02,2.459685876965522766e-02,1.819982193410396576e-02
9.485981308411215451e-01,9.485981308411215451e-01,3.445331034482758126e-01,1.986309437763559768e-02,1.997027650642342611e-02,2.020619437098503113e-02,2.252359129488468170e-02,3.903835266828536987e-02,4.743409156799316406e-02
9.532710280373831724e-01,9.532710280373831724e-01,3.535551034482758981e-01,1.101090954363542762e-02,1.672974674871332765e-02,2.548793330788612366e-02,2.424083836376667023e-02,4.878359287977218628e-02,5.063564330339431763e-02
9.532710280373831724e-01,9.485981308411215451e-01,3.522036551724138098e-01,2.382071944979947953e-02,1.238990990468104465e-02,1.988744363188743591e-02,1.870047673583030701e-02,3.322285041213035583e-02,3.139169514179229736e-02
9.299065420560748141e-01,9.345794392523364413e-01,3.497385517241378694e-01,2.525608896137567644e-02,1.702058321291664844e-02,2.824901230633258820e-02,2.770501933991909027e-02,5.143762752413749695e-02,4.962644353508949280e-02
