9.345794392523364413e-01,4.116318452027502295e-02
9.392523364485981796e-01,4.954930471903207234e-02
9.205607476635514486e-01,5.564548140729719261e-02
9.345794392523364413e-01,3.846987882967632666e-02
9.299065420560748141e-01,5.150904373686043120e-02
9.299065420560748141e-01,5.485576949324161289e-02
9.532710280373831724e-01,2.654165593532907541e-02
9.579439252336449107e-01,3.550826331042952061e-02
9.672897196261682762e-01,2.718744962806178903e-02
9.439252336448598069e-01,3.958642186723275447e-02
