9.439252336448598069e-01,2.542913831136760228e-02,2.692377753555774689e-02,5.451372265815734863e-02
9.392523364485981796e-01,1.616299562060831072e-02,5.671099945902824402e-02,2.159170210361480713e-01
9.299065420560748141e-01,2.455920046608818866e-02,4.549868404865264893e-02,9.978982061147689819e-02
9.112149532710280830e-01,2.659999132253612272e-02,5.023191124200820923e-02,1.376233994960784912e-01
9.392523364485981796e-01,2.799796715540461139e-02,4.277506843209266663e-02,9.504949301481246948e-02
9.626168224299065379e-01,5.053477863924364655e-02,3.161659091711044312e-02,6.763812899589538574e-02
9.579439252336449107e-01,2.798050354118521849e-02,2.840315178036689758e-02,6.784768402576446533e-02
9.626168224299065379e-01,3.801908380627767869e-02,3.122136369347572327e-02,6.247919052839279175e-02
9.392523364485981796e-01,2.734960241322280730e-02,2.901469171047210693e-02,7.280158996582031250e-02
9.299065420560748141e-01,2.737779733668447082e-02,5.911158770322799683e-02,1.488006114959716797e-01
