8.613841113841114172e-01,8.624078624078623800e-01,3.506457547169811728e-01
8.609746109746109211e-01,8.605651105651105359e-01,3.486074905660377921e-01
8.579033579033579215e-01,8.568796068796068477e-01,3.487469056603773598e-01
8.583128583128583067e-01,8.579033579033579215e-01,3.489803207547170216e-01
8.568796068796068477e-01,8.585176085176084992e-01,3.467585471698113042e-01
8.574938574938575364e-01,8.568796068796068477e-01,3.492724905660377077e-01
8.644553644553644167e-01,8.624078624078623800e-01,3.484223396226415193e-01
8.665028665028664534e-01,8.667076167076167570e-01,3.484830754716981560e-01
8.632268632268632613e-01,8.622031122031121875e-01,3.502117924528301285e-01
8.554463554463554997e-01,8.558558558558558849e-01,3.509100943396226691e-01
