8.595413595413595731e-01,8.595413595413595731e-01,3.510090754716981287e-01
8.574938574938575364e-01,8.568796068796068477e-01,3.485209433962264680e-01
8.548321048321048110e-01,8.552416052416051961e-01,3.488546792452830170e-01
8.603603603603603434e-01,8.622031122031121875e-01,3.486473018867924378e-01
8.552416052416051961e-01,8.566748566748566551e-01,3.471422075471698454e-01
8.558558558558558849e-01,8.544226044226044259e-01,3.492423207547169506e-01
8.603603603603603434e-01,8.603603603603603434e-01,3.488833962264151212e-01
8.648648648648649129e-01,8.658886158886158757e-01,3.477720566037735828e-01
8.603603603603603434e-01,8.589271089271088844e-01,3.504586226415094541e-01
8.568796068796068477e-01,8.550368550368550036e-01,3.508041132075471746e-01
