8.591318591318590769e-01,8.591318591318590769e-01,4.327043773584905439e-01
8.556511056511056923e-01,8.568796068796068477e-01,4.316054905660376972e-01
8.560606060606060774e-01,8.527846027846027743e-01,4.303845849056603945e-01
8.562653562653562700e-01,8.564701064701064626e-01,4.307844905660377366e-01
8.552416052416051961e-01,8.550368550368550036e-01,4.275014150943396429e-01
8.581081081081081141e-01,8.550368550368550036e-01,4.314627547169811450e-01
8.617936117936118023e-01,8.605651105651105359e-01,4.304882830188679343e-01
8.660933660933660683e-01,8.650696150696151054e-01,4.285390943396226726e-01
8.593366093366093805e-01,8.597461097461097657e-01,4.308055849056604547e-01
8.544226044226044259e-01,8.558558558558558849e-01,4.310813773584906139e-01
