3.197977542877197266e-01,3.161120116710662842e-01,4.372962222222221973e-01,1.271722732405913547e-01,1.192302935217556259e-01,5.392634123563766479e-02,7.733219717920292169e-06,5.500609800219535828e-02,9.059474905370734632e-06
2.620647847652435303e-01,2.818442285060882568e-01,4.294633333333333636e-01,1.057743747767649206e-01,1.102472700570759079e-01,4.273590445518493652e-02,1.461952797399135306e-05,4.380225390195846558e-02,1.392516423948109150e-05
4.865973591804504395e-01,4.954377710819244385e-01,4.395313333333333294e-01,1.483331714805803669e-01,1.541911261646371212e-01,2.057350426912307739e-01,3.387127071619033813e-05,2.162921726703643799e-01,3.453160388744436204e-05
5.520992279052734375e-01,6.210766434669494629e-01,4.331435555555555594e-01,1.525855087920238995e-01,1.665086985418671173e-01,8.897756338119506836e-01,1.035596651490777731e-04,9.334258437156677246e-01,1.034112428897060454e-04
3.350356817245483398e-01,3.741887509822845459e-01,4.254853333333333265e-01,1.250087830581163018e-01,1.363145520812586720e-01,7.182955741882324219e-02,1.133822206611512229e-05,7.318454235792160034e-02,1.119025091611547396e-05
3.818295896053314209e-01,4.206165671348571777e-01,4.267864444444444683e-01,1.305353747386681362e-01,1.394393938152413692e-01,1.503280997276306152e-01,2.511741331545636058e-05,1.541103422641754150e-01,2.330079587409272790e-05
4.140874445438385010e-01,4.323933422565460205e-01,4.342813333333333525e-01,1.407250393378107201e-01,1.533701411987605789e-01,1.405650079250335693e-01,2.181760646635666490e-05,1.469444930553436279e-01,2.119299097103066742e-05
3.878762423992156982e-01,3.858706653118133545e-01,4.293037777777777841e-01,1.293084382226592499e-01,1.335729191962041484e-01,1.831321567296981812e-01,1.397343294229358435e-05,1.903505325317382812e-01,1.363387764286017045e-05
5.258907675743103027e-01,5.301975607872009277e-01,4.354168888888888533e-01,1.644504838868191265e-01,1.630585813208630108e-01,2.457920312881469727e-01,2.196130844822619110e-05,2.511720061302185059e-01,2.177926216972991824e-05
2.645894885063171387e-01,2.664720714092254639e-01,4.173991111111111096e-01,1.000942870190269091e-01,9.732423761957570418e-02,3.746013715863227844e-02,5.081577000964898616e-06,3.845500573515892029e-02,4.267163149052066728e-06
