3.481287360191345215e-01,3.443457782268524170e-01,3.600346666666666695e-01
2.847310006618499756e-01,3.055121898651123047e-01,3.519200000000000106e-01
4.695921242237091064e-01,4.678535163402557373e-01,3.548426666666666951e-01
5.612663030624389648e-01,5.949544906616210938e-01,3.568064444444444261e-01
3.430309593677520752e-01,3.523785471916198730e-01,3.529022222222222283e-01
3.912764191627502441e-01,4.302617311477661133e-01,3.455893333333333595e-01
4.341433048248291016e-01,4.100089967250823975e-01,3.597575555555556082e-01
3.604657351970672607e-01,3.618542253971099854e-01,3.474937777777777348e-01
5.074766874313354492e-01,4.858401715755462646e-01,3.482548888888888916e-01
2.530288696289062500e-01,2.669286131858825684e-01,3.372522222222222310e-01
