2.795314192771911621e-01,1.127096853758159378e-01
2.467759400606155396e-01,1.000554667491661831e-01
4.038930833339691162e-01,1.347520484736091095e-01
5.965118408203125000e-01,1.492103071589218899e-01
2.800697088241577148e-01,1.080892015444605003e-01
5.088133215904235840e-01,1.437083098449205010e-01
3.137379288673400879e-01,1.050006876650609461e-01
3.603813648223876953e-01,1.229032693724883274e-01
3.936602473258972168e-01,1.269797529829175819e-01
2.551659643650054932e-01,8.654938598996714250e-02
