2.982058227062225342e-01,1.154612726286837893e-01,4.659353362512774765e-05,4.701817670138552785e-05
2.435413300991058350e-01,9.100608762941862773e-02,3.967812153859995306e-05,3.925501368939876556e-05
3.949716687202453613e-01,1.246170762338136423e-01,8.591644291300326586e-05,8.599409920861944556e-05
4.614262878894805908e-01,1.273983105232840973e-01,2.313564764335751534e-04,2.297426399309188128e-04
2.800372540950775146e-01,1.111956838714449058e-01,3.934821870643645525e-05,3.934559208573773503e-05
4.813550412654876709e-01,1.445794007495830036e-01,9.922728349920362234e-05,9.976859291782602668e-05
3.418929874897003174e-01,1.144258297587695816e-01,5.391782906372100115e-05,5.341333599062636495e-05
3.486645817756652832e-01,1.189098722840610245e-01,7.610774628119543195e-05,7.585094135720282793e-05
4.163531959056854248e-01,1.344713827497080738e-01,1.021018542814999819e-04,1.022374199237674475e-04
2.397409528493881226e-01,8.372584259823749597e-02,2.694152135518379509e-05,2.666312138899229467e-05
