8.333333333333333703e-01,2.717726656572064595e-02,2.808142453432083130e-02,4.911937192082405090e-02
9.333333333333333481e-01,8.149414497893303633e-02,1.507541630417108536e-02,2.627217955887317657e-02
8.333333333333333703e-01,6.436992745859443366e-02,3.640016168355941772e-02,1.074545830488204956e-01
8.111111111111111160e-01,7.856017499386024061e-02,3.254798427224159241e-02,5.853921547532081604e-02
8.888888888888888395e-01,1.009802161551002636e-01,4.236567765474319458e-02,1.811692416667938232e-01
8.555555555555555136e-01,3.920503217895104225e-02,1.853482984006404877e-02,2.701568044722080231e-02
9.111111111111110938e-01,8.089932033811540746e-02,1.128536369651556015e-02,1.533281151205301285e-02
8.444444444444444420e-01,3.689340020419980271e-02,3.495419397950172424e-02,7.733863592147827148e-02
9.111111111111110938e-01,1.134992797432157058e-01,2.996265515685081482e-02,5.937749519944190979e-02
8.777777777777777679e-01,6.469919033536115915e-02,2.315886318683624268e-02,3.785651922225952148e-02
