8.333333333333333703e-01,7.588448151627559535e-02
8.888888888888888395e-01,5.924539768453770949e-02
8.666666666666666963e-01,6.912302776264477033e-02
8.111111111111111160e-01,9.950477359403417377e-02
9.000000000000000222e-01,1.088950297660250394e-01
8.444444444444444420e-01,5.215154146985136879e-02
9.000000000000000222e-01,3.986145687039756996e-02
8.555555555555555136e-01,9.081376024683124326e-02
8.666666666666666963e-01,6.025315344049794741e-02
8.777777777777777679e-01,8.500064726979117413e-02
