9.222923749392909487e-01,9.198640116561437319e-01,3.506824687499999760e-01
9.135502671199611235e-01,9.137931034482759118e-01,3.447910000000000141e-01
9.091792132102962665e-01,9.065080135988343724e-01,3.476205312499999756e-01
9.128217581350169807e-01,9.125789218067023034e-01,3.427750625000000051e-01
9.118504128217581606e-01,9.111219038368140177e-01,3.478250312499999719e-01
9.162214667314230176e-01,9.193783389995143773e-01,3.454230312500000122e-01
9.074793589120933035e-01,9.077221952404079808e-01,3.480883437499999733e-01
9.103933948518698749e-01,9.108790675084992294e-01,3.475989375000000381e-01
9.147644487615347320e-01,9.142787761049052664e-01,3.466573124999999811e-01
9.120932491500728378e-01,9.118504128217581606e-01,3.510722812500000067e-01
