9.345794392523364413e-01,4.895357931034482468e-01
9.439252336448598069e-01,4.901682758620689584e-01
9.205607476635514486e-01,4.965308965517241657e-01
9.205607476635514486e-01,4.897713103448276262e-01
9.252336448598130758e-01,4.893502068965517315e-01
9.485981308411215451e-01,4.940222068965517410e-01
9.626168224299065379e-01,4.911891724137931181e-01
9.485981308411215451e-01,4.916944827586206546e-01
9.392523364485981796e-01,4.977935172413792686e-01
9.205607476635514486e-01,4.900399310344827342e-01
