8.251433251433251126e-01,6.700853978309780079e-02,5.301222991943359375e+01,2.631667724609375000e+03
8.144963144963145441e-01,6.413218607591830711e-02,5.718733978271484375e+01,2.841603515625000000e+03
8.187960687960688100e-01,7.149457267567457808e-02,5.382842254638671875e+01,2.671843994140625000e+03
8.204340704340704615e-01,6.478410935351402999e-02,5.254911804199218750e+01,2.602519042968750000e+03
8.183865683865684248e-01,6.006952628071642042e-02,5.251438140869140625e+01,2.601885253906250000e+03
8.202293202293202690e-01,7.383342554848322525e-02,5.721059036254882812e+01,2.841797119140625000e+03
8.269860769860769567e-01,6.935403731793647608e-02,5.307263565063476562e+01,2.631880126953125000e+03
8.263718263718263790e-01,6.416130030939144746e-02,5.258660888671875000e+01,2.611522949218750000e+03
8.194103194103193877e-01,5.954582255976306054e-02,5.427777862548828125e+01,2.691937988281250000e+03
8.173628173628173510e-01,6.291884419669090123e-02,5.326852416992187500e+01,2.642937011718750000e+03
