8.615888615888616098e-01,8.607698607698607285e-01,3.510099245283018754e-01,9.786606429549631753e-03,1.383495047466402374e-02,1.127749323844909668e+00,1.154706358909606934e+00,1.927412986755371094e+00,2.021831750869750977e+00,1.383495047466402374e-02
8.587223587223586918e-01,8.560606060606060774e-01,3.485541698113207576e-01,6.084560557911517474e-03,8.491523985856916021e-03,1.134874820709228516e+00,1.149821281433105469e+00,2.135299444198608398e+00,2.247457027435302734e+00,8.491523985856916021e-03
8.562653562653562700e-01,8.579033579033579215e-01,3.489043962264151144e-01,1.044840452497359205e-02,1.369565566971421740e-02,1.159725785255432129e+00,1.177163481712341309e+00,2.050202608108520508e+00,2.109288692474365234e+00,1.369565566971421740e-02
8.585176085176084992e-01,8.603603603603603434e-01,3.486190188679245128e-01,1.136849477388669934e-02,1.646572134137037555e-02,1.147344470024108887e+00,1.179995536804199219e+00,2.108372926712036133e+00,2.206244468688964844e+00,1.646572134137037555e-02
8.566748566748566551e-01,8.570843570843570403e-01,3.471322641509433926e-01,1.101669945416797886e-02,1.445384280965977125e-02,1.121219873428344727e+00,1.148357868194580078e+00,1.943149566650390625e+00,2.038666486740112305e+00,1.445384280965977125e-02
8.564701064701064626e-01,8.536036036036036556e-01,3.492158490566036888e-01,1.114402808091047824e-02,1.128811687169888056e-02,1.356664657592773438e+00,1.180171132087707520e+00,1.203821563720703125e+01,2.147438526153564453e+00,1.128811687169888056e-02
8.599508599508599582e-01,8.605651105651105359e-01,3.488615094339622691e-01,1.098236705397232990e-02,1.096903773802884903e-02,1.160845637321472168e+00,1.145011663436889648e+00,2.096931695938110352e+00,2.047595739364624023e+00,1.096903773802884903e-02
8.656838656838656831e-01,8.677313677313677198e-01,3.478122641509434065e-01,1.186844174926838386e-02,9.258968625175487133e-03,9.967140555381774902e-01,1.013022303581237793e+00,1.588026523590087891e+00,1.638964533805847168e+00,9.258968625175487133e-03
8.619983619983619949e-01,8.597461097461097657e-01,3.503799811320755242e-01,9.217638208786857815e-03,1.211161794390098329e-02,1.105525970458984375e+00,1.116259932518005371e+00,2.006796360015869141e+00,2.006210803985595703e+00,1.211161794390098329e-02
8.562653562653562700e-01,8.558558558558558849e-01,3.508653584905659928e-01,8.797188751862626901e-03,1.052514260132053625e-02,1.131203293800354004e+00,1.139076352119445801e+00,1.917384266853332520e+00,1.951610565185546875e+00,1.052514260132053625e-02
