8.695652173913043237e-01,1.195048204673989506e-01
8.260869565217391353e-01,1.044180005277588336e-01
8.550724637681159646e-01,1.010978178194613386e-01
8.550724637681159646e-01,1.147901666860191155e-01
7.246376811594202882e-01,1.779090311960765669e-01
8.985507246376811530e-01,8.674268565748897986e-02
7.971014492753623060e-01,1.347761311077667334e-01
8.840579710144927938e-01,1.989210128269169875e-02
7.826086956521739468e-01,1.586092423244406802e-01
8.260869565217391353e-01,1.226130031699659145e-01
