8.985507246376811530e-01,1.124148390549437049e-01,2.857894450426101685e-02,7.212190330028533936e-02
8.260869565217391353e-01,5.960152049859360895e-02,2.145436964929103851e-02,3.793767467141151428e-02
8.840579710144927938e-01,5.029564809123315827e-02,1.508232578635215759e-02,2.499248832464218140e-02
8.840579710144927938e-01,4.781509195943699220e-02,3.281206637620925903e-02,8.935151994228363037e-02
8.260869565217391353e-01,1.232758851737067451e-01,5.381566658616065979e-02,1.990975588560104370e-01
8.985507246376811530e-01,2.524658614951794111e-02,1.201299671083688736e-02,1.955638453364372253e-02
8.840579710144927938e-01,5.219911147361156606e-02,2.125406265258789062e-02,4.596673697233200073e-02
8.550724637681159646e-01,5.569853432867944570e-02,1.530024595558643341e-02,2.530407905578613281e-02
8.260869565217391353e-01,1.010693608794995813e-01,4.314819350838661194e-02,1.045380979776382446e-01
8.405797101449274944e-01,1.150512049452105112e-01,4.562365636229515076e-02,1.254144161939620972e-01
