8.550724637681159646e-01,1.241468347619614360e-01,3.330394998192787170e-02,9.134142100811004639e-02
8.405797101449274944e-01,7.421859343657671859e-02,2.852889336645603180e-02,6.504222005605697632e-02
8.695652173913043237e-01,4.598094642214153177e-02,2.188678085803985596e-02,4.526803269982337952e-02
7.971014492753623060e-01,1.244745168343955738e-01,4.954162240028381348e-02,1.399308741092681885e-01
8.115942028985507761e-01,1.946709927346935431e-01,2.546070516109466553e-01,1.014014053344726562e+01
8.695652173913043237e-01,5.039808638031139515e-02,2.277878485620021820e-02,4.959638044238090515e-02
7.971014492753623060e-01,1.090165072903576393e-01,3.468802198767662048e-02,8.985868096351623535e-02
8.840579710144927938e-01,5.076381424779367185e-02,1.461824402213096619e-02,2.436172030866146088e-02
7.826086956521739468e-01,1.157897289022398329e-01,3.948372229933738708e-02,8.313713967800140381e-02
8.260869565217391353e-01,8.174708764156521368e-02,4.740510135889053345e-02,1.458874791860580444e-01
