8.333333333333333703e-01,4.886984999999999801e-01
9.222222222222222765e-01,4.945090000000000319e-01
8.333333333333333703e-01,4.915449999999999542e-01
8.333333333333333703e-01,4.940872499999999778e-01
9.000000000000000222e-01,4.969099999999999628e-01
8.444444444444444420e-01,4.869470000000000187e-01
9.111111111111110938e-01,4.924184999999999812e-01
8.444444444444444420e-01,4.803270000000000040e-01
8.888888888888888395e-01,4.854150000000000409e-01
8.666666666666666963e-01,4.840794999999999959e-01
