8.333333333333333703e-01,3.485902499999999904e-01
9.222222222222222765e-01,3.456690000000000040e-01
8.333333333333333703e-01,3.565282499999999355e-01
8.333333333333333703e-01,3.590652500000000025e-01
9.111111111111110938e-01,3.471387499999999404e-01
8.444444444444444420e-01,3.371910000000000185e-01
9.111111111111110938e-01,3.561095000000000232e-01
8.444444444444444420e-01,3.454985000000000417e-01
8.888888888888888395e-01,3.461250000000000160e-01
8.444444444444444420e-01,3.450677500000000619e-01
