9.174356483729966261e-01,1.042665826517305029e-02,5.804704427719116211e-01,1.036247968673706055e+00
9.113647401651286950e-01,1.275799281952067106e-02,6.517049074172973633e-01,1.193848609924316406e+00
9.082078678970374463e-01,2.389846731421224613e-02,7.535023093223571777e-01,1.438720464706420898e+00
9.123360854783875151e-01,1.182310735336584290e-02,7.021150588989257812e-01,1.414377212524414062e+00
9.079650315687226581e-01,1.728905595488134869e-02,7.042168378829956055e-01,1.363526344299316406e+00
9.133074307916464463e-01,1.455478015945585978e-02,6.601402759552001953e-01,1.221169590950012207e+00
9.062651772705196951e-01,1.605809934229573965e-02,7.601524591445922852e-01,1.425909280776977539e+00
9.113647401651286950e-01,1.313063187547909745e-02,6.841035485267639160e-01,1.343341350555419922e+00
9.159786304031083404e-01,1.052526271356384047e-02,6.180440783500671387e-01,1.111371636390686035e+00
9.116075764934433723e-01,1.980119331101170763e-02,7.424024343490600586e-01,1.516982674598693848e+00
