9.176784847013113033e-01,1.503892136890813518e-02
9.118504128217581606e-01,1.328345488294628216e-02
9.077221952404079808e-01,2.413669139441488448e-02
9.142787761049052664e-01,1.637679605150318962e-02
9.074793589120933035e-01,2.145239824102835105e-02
9.142787761049052664e-01,1.633719943414815509e-02
9.084507042253521236e-01,2.197405770689029106e-02
9.096648858669257320e-01,1.692604102565942181e-02
9.145216124332200547e-01,1.607935902104924708e-02
9.094220495386109437e-01,1.575775682332825056e-02
