9.235065565808644461e-01,1.653879271964215497e-02,5.434760451316833496e-01,9.974837899208068848e-01
9.154929577464788748e-01,8.774921200647030003e-03,5.640524029731750488e-01,9.918506145477294922e-01
9.082078678970374463e-01,4.744649957529451650e-03,6.012920141220092773e-01,1.074461102485656738e+00
9.150072850898494092e-01,6.249416355581485956e-03,6.672198176383972168e-01,1.564743399620056152e+00
9.128217581350169807e-01,1.095916788140547000e-02,6.106739640235900879e-01,1.245225429534912109e+00
9.188926663428849118e-01,8.151352426757133701e-03,5.707217454910278320e-01,1.053217172622680664e+00
9.099077221952404093e-01,4.667687092227998033e-03,6.185754537582397461e-01,1.170607328414916992e+00
9.130645944633317690e-01,6.607906142065631157e-03,5.918855071067810059e-01,1.069916486740112305e+00
9.179213210296259806e-01,6.863393510625731553e-03,5.600211620330810547e-01,1.056515574455261230e+00
9.128217581350169807e-01,9.085212576881206495e-03,6.427373886108398438e-01,1.405548810958862305e+00
