8.405797101449274944e-01,8.550724637681159646e-01,4.297341249999999668e-01
8.550724637681159646e-01,8.405797101449274944e-01,4.311463750000000261e-01
8.840579710144927938e-01,8.840579710144927938e-01,4.324016249999999562e-01
8.260869565217391353e-01,8.260869565217391353e-01,4.396069999999999700e-01
8.260869565217391353e-01,8.260869565217391353e-01,4.247079999999999744e-01
9.130434782608695121e-01,9.130434782608695121e-01,4.343692500000000400e-01
8.985507246376811530e-01,8.985507246376811530e-01,4.294232499999999786e-01
8.695652173913043237e-01,8.550724637681159646e-01,4.308447499999999986e-01
8.115942028985507761e-01,8.260869565217391353e-01,4.246228750000000107e-01
8.550724637681159646e-01,8.260869565217391353e-01,4.331462500000000104e-01
