8.985507246376811530e-01,8.840579710144927938e-01,3.487866249999999613e-01
8.550724637681159646e-01,8.550724637681159646e-01,3.464587499999999820e-01
8.985507246376811530e-01,8.985507246376811530e-01,3.469673749999999668e-01
8.405797101449274944e-01,8.695652173913043237e-01,3.521166250000000164e-01
8.260869565217391353e-01,8.405797101449274944e-01,3.471136249999999812e-01
9.130434782608695121e-01,9.275362318840579823e-01,3.460997499999999838e-01
9.130434782608695121e-01,9.420289855072463414e-01,3.479556249999999351e-01
8.985507246376811530e-01,8.985507246376811530e-01,3.522332499999999977e-01
8.550724637681159646e-01,8.550724637681159646e-01,3.388932499999999792e-01
8.695652173913043237e-01,8.550724637681159646e-01,3.508207499999999590e-01
