9.323529411764706065e-01,4.368315652173913044e-01
9.330882352941176627e-01,4.342162608695651627e-01
9.455882352941176183e-01,4.378730434782608372e-01
9.323529411764706065e-01,4.382966086956521234e-01
9.264705882352941568e-01,4.308501739130434771e-01
9.397058823529411686e-01,4.344873043478260644e-01
9.330882352941176627e-01,4.384899999999999909e-01
9.154411764705882026e-01,4.435788695652173597e-01
9.345588235294117752e-01,4.327872173913043796e-01
9.389705882352941124e-01,4.348524347826087100e-01
