9.264705882352941568e-01,2.838065217391304573e-01
9.308823529411764941e-01,2.761080869565217255e-01
9.426470588235293935e-01,2.750673043478261137e-01
9.286764705882353255e-01,2.772062608695651797e-01
9.205882352941175961e-01,2.783172173913043279e-01
9.382352941176470562e-01,2.744573913043478752e-01
9.338235294117647189e-01,2.835446956521739392e-01
9.147058823529411464e-01,2.799751304347826153e-01
9.294117647058823817e-01,2.770754782608695344e-01
9.404411764705882248e-01,2.891396521739130199e-01
