8.333333333333333703e-01,8.333333333333333703e-01,4.400219999999999687e-01
9.111111111111110938e-01,9.111111111111110938e-01,4.331037500000000096e-01
8.333333333333333703e-01,8.333333333333333703e-01,4.309482500000000327e-01
8.333333333333333703e-01,8.333333333333333703e-01,4.362389999999999879e-01
9.000000000000000222e-01,9.000000000000000222e-01,4.374800000000000355e-01
8.444444444444444420e-01,8.444444444444444420e-01,4.284677500000000361e-01
9.222222222222222765e-01,9.222222222222222765e-01,4.355924999999999936e-01
8.444444444444444420e-01,8.444444444444444420e-01,4.252614999999999590e-01
8.888888888888888395e-01,8.888888888888888395e-01,4.295345000000000413e-01
8.666666666666666963e-01,8.666666666666666963e-01,4.258719999999999728e-01
