8.333333333333333703e-01,8.333333333333333703e-01,3.487354999999999761e-01
9.222222222222222765e-01,9.222222222222222765e-01,3.457187500000000191e-01
8.333333333333333703e-01,8.444444444444444420e-01,3.566880000000000051e-01
8.333333333333333703e-01,8.333333333333333703e-01,3.590710000000000290e-01
9.111111111111110938e-01,9.000000000000000222e-01,3.474592499999999973e-01
8.444444444444444420e-01,8.444444444444444420e-01,3.372365000000000501e-01
9.111111111111110938e-01,9.111111111111110938e-01,3.560752500000000098e-01
8.444444444444444420e-01,8.333333333333333703e-01,3.453632500000000105e-01
8.888888888888888395e-01,8.888888888888888395e-01,3.459999999999999742e-01
8.444444444444444420e-01,8.555555555555555136e-01,3.449025000000000007e-01
