8.985507246376811530e-01,3.489706250000000343e-01
8.550724637681159646e-01,3.464601250000000632e-01
8.985507246376811530e-01,3.469038750000000282e-01
8.550724637681159646e-01,3.520631250000000323e-01
8.260869565217391353e-01,3.470553749999999438e-01
9.130434782608695121e-01,3.460878750000000448e-01
9.130434782608695121e-01,3.481664999999999899e-01
8.985507246376811530e-01,3.522615000000000052e-01
8.550724637681159646e-01,3.389015000000000222e-01
8.695652173913043237e-01,3.506911250000000480e-01
