8.115942028985507761e-01,4.905226249999999899e-01
8.695652173913043237e-01,4.903733750000000002e-01
8.985507246376811530e-01,4.951611249999999798e-01
8.260869565217391353e-01,4.933493750000000344e-01
8.260869565217391353e-01,4.889866250000000081e-01
9.130434782608695121e-01,4.963535000000000030e-01
8.985507246376811530e-01,4.855030000000000179e-01
8.695652173913043237e-01,4.909620000000000095e-01
8.260869565217391353e-01,4.789398749999999594e-01
8.695652173913043237e-01,4.881511249999999635e-01
