9.264705882352941568e-01,9.264705882352941568e-01,2.837600000000000122e-01
9.308823529411764941e-01,9.264705882352941568e-01,2.759956521739130864e-01
9.426470588235293935e-01,9.404411764705882248e-01,2.750094782608695776e-01
9.286764705882353255e-01,9.308823529411764941e-01,2.770231304347826051e-01
9.198529411764705399e-01,9.220588235294118196e-01,2.783603478260869291e-01
9.382352941176470562e-01,9.375000000000000000e-01,2.746186956521738942e-01
9.323529411764706065e-01,9.308823529411764941e-01,2.834601739130435116e-01
9.147058823529411464e-01,9.124999999999999778e-01,2.799981739130434910e-01
9.294117647058823817e-01,9.323529411764706065e-01,2.771650434782608752e-01
9.397058823529411686e-01,9.397058823529411686e-01,2.892018260869565482e-01
