8.622031122031121875e-01,4.194433962264150773e-01
8.597461097461097657e-01,4.226834905660378228e-01
8.611793611793612246e-01,4.235603773584905585e-01
8.611793611793612246e-01,4.198325471698112765e-01
8.572891072891073438e-01,4.194320754716981958e-01
8.583128583128583067e-01,4.273509433962264237e-01
8.632268632268632613e-01,4.227301886792452223e-01
8.673218673218673347e-01,4.229113207547169906e-01
8.595413595413595731e-01,4.241080188679245411e-01
8.546273546273546184e-01,4.240985849056603252e-01
