8.638411138411138390e-01,4.378341698113207281e-01
8.574938574938575364e-01,4.359229811320754489e-01
8.593366093366093805e-01,4.362690000000000179e-01
8.622031122031121875e-01,4.363344528301886238e-01
8.556511056511056923e-01,4.342570188679245047e-01
8.558558558558558849e-01,4.356857547169811218e-01
8.611793611793612246e-01,4.353799245283018760e-01
8.689598689598689862e-01,4.347594528301886863e-01
8.605651105651105359e-01,4.367955660377358384e-01
8.536036036036036556e-01,4.386092830188679237e-01
