9.184069936862554462e-01,4.914749062500000099e-01
9.052938319572607639e-01,4.886152187500000244e-01
9.021369596891695153e-01,4.901984999999999815e-01
9.084507042253521236e-01,4.843883437500000055e-01
9.091792132102962665e-01,4.898984062499999736e-01
9.128217581350169807e-01,4.862498437500000215e-01
9.033511413307431237e-01,4.905813437499999541e-01
9.057795046138902295e-01,4.865024999999999489e-01
9.079650315687226581e-01,4.876420312499999410e-01
9.077221952404079808e-01,4.892218125000000195e-01
