9.345794392523364413e-01,9.439252336448598069e-01,3.461753103448276248e-01
9.345794392523364413e-01,9.345794392523364413e-01,3.509806896551724287e-01
9.205607476635514486e-01,9.112149532710280830e-01,3.533134482758621409e-01
9.158878504672897103e-01,9.158878504672897103e-01,3.474685517241379862e-01
9.112149532710280830e-01,9.112149532710280830e-01,3.471893103448275841e-01
9.439252336448598069e-01,9.485981308411215451e-01,3.507294482758620546e-01
9.485981308411215451e-01,9.485981308411215451e-01,3.444804137931034016e-01
9.579439252336449107e-01,9.579439252336449107e-01,3.534248275862069133e-01
9.532710280373831724e-01,9.439252336448598069e-01,3.522600000000000176e-01
9.252336448598130758e-01,9.345794392523364413e-01,3.497786206896551509e-01
