9.392523364485981796e-01,9.392523364485981796e-01,3.449399310344828384e-01
9.345794392523364413e-01,9.345794392523364413e-01,3.516207586206896996e-01
9.252336448598130758e-01,9.252336448598130758e-01,3.540631724137930925e-01
9.205607476635514486e-01,9.158878504672897103e-01,3.482442068965517223e-01
9.392523364485981796e-01,9.299065420560748141e-01,3.481244827586207347e-01
9.485981308411215451e-01,9.579439252336449107e-01,3.509697931034482798e-01
9.579439252336449107e-01,9.532710280373831724e-01,3.444810344827586301e-01
9.532710280373831724e-01,9.532710280373831724e-01,3.531489655172413977e-01
9.579439252336449107e-01,9.532710280373831724e-01,3.519812413793104167e-01
9.345794392523364413e-01,9.392523364485981796e-01,3.495164827586206835e-01
