9.252336448598130758e-01,9.345794392523364413e-01,4.305329655172413506e-01
9.392523364485981796e-01,9.392523364485981796e-01,4.314391724137930928e-01
9.158878504672897103e-01,9.205607476635514486e-01,4.367004827586206672e-01
9.252336448598130758e-01,9.158878504672897103e-01,4.288000000000000145e-01
9.252336448598130758e-01,9.299065420560748141e-01,4.334944137931034946e-01
9.532710280373831724e-01,9.485981308411215451e-01,4.332735862068965438e-01
9.392523364485981796e-01,9.439252336448598069e-01,4.320028965517241359e-01
9.532710280373831724e-01,9.626168224299065379e-01,4.346233793103448373e-01
9.485981308411215451e-01,9.485981308411215451e-01,4.341168965517241407e-01
9.205607476635514486e-01,9.252336448598130758e-01,4.316023448275862484e-01
