7.565922141075134277e-01,2.982294386938998398e-01
7.526309490203857422e-01,2.889845684954994720e-01
7.546167969703674316e-01,2.875540758434094735e-01
7.787894010543823242e-01,2.962838332904012550e-01
7.702258825302124023e-01,2.969666123390197754e-01
7.519149780273437500e-01,2.832604019265425599e-01
7.462458014488220215e-01,2.922301574757224518e-01
7.705468535423278809e-01,2.997898569232539390e-01
7.891744971275329590e-01,3.011565349603954056e-01
7.554804682731628418e-01,2.897766201119673646e-01
