8.016503453254699707e-01,8.072549700736999512e-01,4.382400000000000184e-01,3.185112209696518981e-01,3.193579222026624032e-01,7.431095123291015625e+00,1.036318019032478333e-03,7.620183944702148438e+00,1.032975153066217899e-03
7.954891920089721680e-01,7.927488684654235840e-01,4.365348333333333164e-01,3.035085562028382866e-01,3.011344341855299866e-01,8.101191520690917969e+00,1.815160270780324936e-03,8.335724830627441406e+00,1.817134325392544270e-03
7.574279308319091797e-01,7.685263752937316895e-01,4.375461666666666249e-01,2.944353850264298522e-01,3.002467139771110016e-01,6.303644180297851562e+00,1.182224135845899582e-03,6.660378456115722656e+00,1.180563820526003838e-03
8.252035379409790039e-01,8.393992185592651367e-01,4.383044999999999858e-01,3.158387008466218560e-01,3.241696373412483734e-01,7.883848667144775391e+00,9.866498876363039017e-04,8.082012176513671875e+00,9.888054337352514267e-04
8.088027834892272949e-01,8.149769902229309082e-01,4.324088333333333534e-01,3.180769791728572105e-01,3.213181746633429481e-01,8.617324829101562500e+00,1.091705169528722763e-03,9.641708374023437500e+00,1.097412547096610069e-03
7.578297853469848633e-01,7.679924964904785156e-01,4.360634999999999928e-01,2.913287736867603561e-01,2.960450225754788223e-01,7.294573783874511719e+00,8.264811476692557335e-04,7.864835262298583984e+00,8.251069812104105949e-04
7.701465487480163574e-01,7.720628976821899414e-01,4.296968333333333057e-01,2.984291299393302399e-01,2.987379996400130189e-01,6.817547798156738281e+00,7.874620496295392513e-04,6.995491504669189453e+00,7.870224653743207455e-04
8.129883408546447754e-01,8.198716044425964355e-01,4.329045000000000254e-01,3.236486441210696396e-01,3.235531763026588958e-01,7.924521446228027344e+00,1.107161748223006725e-03,8.119260787963867188e+00,1.109548145905137062e-03
8.454201221466064453e-01,8.540589809417724609e-01,4.361153333333332993e-01,3.252557892548410545e-01,3.282051917753721626e-01,7.708028793334960938e+00,9.782747365534305573e-04,7.912363052368164062e+00,9.832262294366955757e-04
8.121528029441833496e-01,8.163304924964904785e-01,4.329933333333333412e-01,3.152963754377867134e-01,3.161320105979317230e-01,6.880041122436523438e+00,2.706171944737434387e-03,7.087091922760009766e+00,2.708761487156152725e-03
