7.802286744117736816e-01,3.091728781398974113e-01,3.674055039882659912e-01,3.686765134334564209e-01
7.574631571769714355e-01,2.930986410693118271e-01,4.589995741844177246e-01,4.603987336158752441e-01
7.559561133384704590e-01,2.947512880751961273e-01,2.209606170654296875e+00,2.414705038070678711e+00
8.147361874580383301e-01,3.173649671830628960e-01,4.063001871109008789e-01,4.072025120258331299e-01
7.918014526367187500e-01,3.068792584695314019e-01,4.133610427379608154e-01,4.146764278411865234e-01
7.706880569458007812e-01,2.926289156863564056e-01,6.487894058227539062e-01,6.572682857513427734e-01
7.467945218086242676e-01,2.955816388130187988e-01,4.739280343055725098e-01,4.754161834716796875e-01
7.792022228240966797e-01,3.073419065851914489e-01,3.833051025867462158e-01,3.841380476951599121e-01
7.999118566513061523e-01,3.147519670034709671e-01,3.620503544807434082e-01,3.629420995712280273e-01
7.797099947929382324e-01,2.989495976975089508e-01,3.696477413177490234e-01,3.703118264675140381e-01
