9.316176470588235503e-01,1.366773197317824352e-02
9.323529411764706065e-01,7.026239418808151449e-03
9.470588235294117307e-01,1.432111968888956019e-02
9.330882352941176627e-01,1.057205460965633323e-02
9.257352941176471006e-01,1.681864908074627227e-02
9.411764705882352811e-01,7.325879374847700173e-03
9.330882352941176627e-01,1.038062721490858563e-02
9.154411764705882026e-01,1.973974958938709903e-02
9.367647058823529438e-01,1.499195173382757845e-02
9.419117647058823373e-01,1.258110912407142332e-02
