2.155205011367797852e+00,2.165411472320556641e+00,3.720827272727271762e-01
2.176706790924072266e+00,2.180391788482666016e+00,3.728672727272727139e-01
2.133836030960083008e+00,2.135682582855224609e+00,3.728772727272727239e-01
2.122542858123779297e+00,2.131168365478515625e+00,3.706392727272727061e-01
2.259424924850463867e+00,2.282675743103027344e+00,3.662514545454545467e-01
2.086075067520141602e+00,2.083967447280883789e+00,3.699743636363636567e-01
2.193493127822875977e+00,2.184985637664794922e+00,3.688376363636363675e-01
2.067359209060668945e+00,2.117048978805541992e+00,3.660123636363635802e-01
2.234773874282836914e+00,2.244915008544921875e+00,3.668847272727272513e-01
2.033722400665283203e+00,2.033419609069824219e+00,3.611609090909090325e-01
