5.770151019096374512e-01,5.972958803176879883e-01,4.384176363636363427e-01,2.096078560540550750e-01,2.202889934966438812e-01,1.937146544456481934e+00,3.539534518495202065e-04,1.986783385276794434e+00,3.513015981297940016e-04
6.979807615280151367e-01,7.089023590087890625e-01,4.341923636363636541e-01,2.433455719759589631e-01,2.511923517051495858e-01,3.551156997680664062e+00,7.130074081942439079e-04,3.662571668624877930e+00,7.144547998905181885e-04
6.618057489395141602e-01,6.720965504646301270e-01,4.423603636363636071e-01,2.361029190452475224e-01,2.398467534466793560e-01,3.159612894058227539e+00,2.869706368073821068e-04,3.276942253112792969e+00,2.871438919100910425e-04
6.456000804901123047e-01,6.762017011642456055e-01,4.330130909090909030e-01,2.366195517150979366e-01,2.598430043772647080e-01,5.401144981384277344e+00,3.230661386623978615e-04,5.712240695953369141e+00,3.209129790775477886e-04
7.951884865760803223e-01,7.986218333244323730e-01,4.382521818181818185e-01,2.595456493528265907e-01,2.579892771808724450e-01,1.409495735168457031e+01,2.224780153483152390e-03,2.000633239746093750e+01,2.229883102700114250e-03
6.485310196876525879e-01,6.495131850242614746e-01,4.337516363636363947e-01,2.331611239596416973e-01,2.359805075745833591e-01,3.247768640518188477e+00,3.997305757366120815e-04,3.411783456802368164e+00,4.003446956630796194e-04
6.643763184547424316e-01,6.913660764694213867e-01,4.355100000000000082e-01,2.390320991214952839e-01,2.497081725220931248e-01,3.514800310134887695e+00,8.895157370716333389e-04,3.674020767211914062e+00,8.918341482058167458e-04
7.202280163764953613e-01,7.228738665580749512e-01,4.374045454545454903e-01,2.504484700529198693e-01,2.521578638177168763e-01,3.671225786209106445e+00,3.621813375502824783e-04,3.810047388076782227e+00,3.642373776528984308e-04
6.295171380043029785e-01,6.343103051185607910e-01,4.339323636363636161e-01,2.273442431500083405e-01,2.294628933856361908e-01,3.127890110015869141e+00,2.732801949605345726e-04,3.252489328384399414e+00,2.719147596508264542e-04
6.143402457237243652e-01,6.234317421913146973e-01,4.274685454545454344e-01,2.244123338084471897e-01,2.265761094657998409e-01,3.149946689605712891e+00,3.152071149088442326e-04,3.265678882598876953e+00,3.179935447406023741e-04
