5.746443271636962891e-01,2.097648727266412105e-01
6.593316793441772461e-01,2.327473320459064743e-01
6.669064760208129883e-01,2.354214489459991455e-01
6.305348873138427734e-01,2.210587921895478813e-01
8.007550239562988281e-01,2.463124574799286648e-01
6.400171518325805664e-01,2.237125305753005222e-01
6.571608185768127441e-01,2.375709163515191402e-01
7.341868877410888672e-01,2.554224078592501335e-01
6.068592667579650879e-01,2.229334672814921314e-01
6.017166972160339355e-01,2.216070521818964134e-01
