5.789657235145568848e-01,2.105430819486316940e-01,7.294600963592529297e+00,7.971858978271484375e+00
6.813747286796569824e-01,2.364032605760975903e-01,1.396097850799560547e+01,1.729984283447265625e+01
6.529098153114318848e-01,2.287611937836596943e-01,1.212473106384277344e+01,1.449266242980957031e+01
6.316263079643249512e-01,2.269086829925838211e-01,1.229988670349121094e+01,1.544939422607421875e+01
7.591974735260009766e-01,2.518999364815260322e-01,4.478228759765625000e+01,4.304241638183593750e+02
6.414857506752014160e-01,2.271997183561325073e-01,1.138880157470703125e+01,1.344367313385009766e+01
6.572414636611938477e-01,2.388487552341661824e-01,1.433533477783203125e+01,2.277839660644531250e+01
7.225886583328247070e-01,2.499048545172339875e-01,1.628106307983398438e+01,2.114138793945312500e+01
6.183764338493347168e-01,2.226520149331343845e-01,1.155090618133544922e+01,1.342868614196777344e+01
6.083596348762512207e-01,2.213870953572423805e-01,1.017241668701171875e+01,1.178323554992675781e+01
