6.261523365974426270e-01,6.248400807380676270e-01,3.537456363636363732e-01
6.548110246658325195e-01,6.615190505981445312e-01,3.541678181818182503e-01
6.410763263702392578e-01,6.402049660682678223e-01,3.540874545454545386e-01
6.398131847381591797e-01,6.527712345123291016e-01,3.503552727272727374e-01
6.711652278900146484e-01,6.664365530014038086e-01,3.457476363636363681e-01
6.260688900947570801e-01,6.259408593177795410e-01,3.495110909090909934e-01
6.679629683494567871e-01,6.682478189468383789e-01,3.499405454545455041e-01
6.358228325843811035e-01,6.464465856552124023e-01,3.467616363636363830e-01
6.718195676803588867e-01,6.706323027610778809e-01,3.487336363636363568e-01
5.914044976234436035e-01,5.939387679100036621e-01,3.423181818181818548e-01
